album,data,musica,letra
HOT,2025,So Cynical (Badum),"Ba-ba-ba-ba-ba-ba-ba-ba-dum
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Act like you don’t know, what’s up with you?
Our hearts are racing, can’t you feel it?
That L-O-V-E, I’ve only heard about it
Love feels fictional, didn’t see this coming
Tapping on it twice with one hand
Why are you trying to hide your face?
Alright, those three little words
Sound so uncool when you say them
Hurry up before we miss it all
Sometimes being bold is better
Don’t doubt it, you and I
Right this moment
I want your lo-lo-lo-loving
Let’s stop pretending
Wa-wa-wa-want it
We both want it, that
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Hearts are kno-no-no-nocking
You can hear it too
You lo-lo-lo-loving, let’s stop being scared, like
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Replay old days
Back then I was so afraid
My heart was closed, scared of getting hurt, so blue
You too, it’s time to make a choice
Don’t avoid the decision
Stop playing it cool
What you waiting for?
I like being cool with friends
But not with you, you know?
Alright, those three little words
Sound so uncool when you say them
Hurry up before we miss it all
Sometimes being bold is better
Don’t doubt it, you and I
Right this moment
I want your lo-lo-lo-loving
Let’s stop pretending
Wa-wa-wa-want it
We both want it, that
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Hearts are kno-no-no-nocking
You can hear it too
You lo-lo-lo-loving, let’s stop being scared, like
Ba-ba-ba-ba-ba-ba-ba-ba-dum
Ba-ba-ba-ba-ba-ba-ba-ba-dum
So cynical, I’m done with that
Don’t be scared, if your heart is beating
So cynical, if you hesitate it’s too late
You-You are glowing
Ba-ba-ba-ba-ba-ba-ba-ba-dum
(Ba-ba-ba-ba-ba-ba-ba-ba-dum)"
CRAZY (Japanese ver. / Party Remixes),2024,CRAZY - Japanese ver.,"Act like an angel and dress all wild
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Yeah, yeah, my heart's on fire
Like CPR
When you touch me, it's like Pikachu
A hundred thousand volts, it's pumping
I'm an otaku bestie
Going crazy, that candy's sassy
Updating my neural system
Breaking out of this mental prison
(Galileo)
My heart judges every day
(In my mind)
Don't go crazy, just chill out
(Why can't you stop?)
I don't really get this confusion
I'm like this, it's just my vibe
The answer is, make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Back in the day, I was wild
Couldn’t go crazy like me
Can’t deny the facts
No way to fake it
What does it mean, what’s the value?
Possible and impossible, just shh
Yeah, me and my girls
Even knowing it’s blinding, I kiss the sun, mwah
(Galileo)
My heart judges every day
(In my mind)
Don't go crazy, just chill out
(Why can't you stop?)
I don't really get this confusion
I'm like this, it's just my vibe
The answer is, make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls"
CRAZY (Japanese ver. / Party Remixes),2024,CRAZY (Japanese ver.) (feat. JP THE WAVY),ERRO AO ACESSAR A PÁGINA
CRAZY (Japanese ver. / Party Remixes),2024,CRAZY - Japanese ver. / Chaki Zulu Remix,ERRO AO ACESSAR A PÁGINA
CRAZY - Japanese ver.,2024,CRAZY - Japanese ver.,ERRO AO ACESSAR A PÁGINA
CRAZY - Japanese ver.,2024,EASY - Japanese ver.,ERRO AO ACESSAR A PÁGINA
CRAZY - Japanese ver.,2024,Star Signs,"Connected, drawn to each other like this
Tying it all together with dots and lines, a promise
I won't look back, I know what to do now
'Cause I'm focused on it all my life (ooh, ooh)
Rising up, my heart's racing (ooh, ooh)
Fired up, my voice is getting stronger
'Cause something in the air, just breathing it in
My instincts are calling, filling my mind
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
Chasing, chasing, the Libra's in pursuit
More like a Cancer, there are no limits
Quick like Aries, I won't look back, slay, slay
And I sting like Scorpio, overwhelming veins, veins, veins (ooh, ooh)
Rising up, my heart's racing (ooh, ooh)
Fired up, my voice is getting stronger
'Cause something in the air, just breathing it in
My instincts are calling, filling my mind
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
I'm questioning it all
Why are we torn apart, carrying these scars
Always circling
Fighting with this cosmos, our fate, yeah, our fate
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
All mine, all mine, all mine
Underneath the starlight
All mine, all mine, all mine
Underneath the starlight
All mine, all mine, all mine
Underneath the starlight
All mine, all mine
One of a kind star signs"
Star Signs,2024,Star Signs,"Connected, drawn to each other like this
Tying it all together with dots and lines, a promise
I won't look back, I know what to do now
'Cause I'm focused on it all my life (ooh, ooh)
Rising up, my heart's racing (ooh, ooh)
Fired up, my voice is getting stronger
'Cause something in the air, just breathing it in
My instincts are calling, filling my mind
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
Chasing, chasing, the Libra's in pursuit
More like a Cancer, there are no limits
Quick like Aries, I won't look back, slay, slay
And I sting like Scorpio, overwhelming veins, veins, veins (ooh, ooh)
Rising up, my heart's racing (ooh, ooh)
Fired up, my voice is getting stronger
'Cause something in the air, just breathing it in
My instincts are calling, filling my mind
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
I'm questioning it all
Why are we torn apart, carrying these scars
Always circling
Fighting with this cosmos, our fate, yeah, our fate
Our star signs, for sure
My eyes tell you everything
Awakening with a blink
Our star signs in the galaxy
Align, one of a kind
Born under a special star
All mine, all mine, all mine
Underneath the starlight
All mine, all mine, all mine
Underneath the starlight
All mine, all mine, all mine
Underneath the starlight
All mine, all mine
One of a kind star signs"
CRAZY (feat. PinkPantheress),2024,CRAZY,"Act like an angel and dress all wild
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
Yeah, you drop down on my heart
Like CPR, you know
When you touch me, it’s like Pikachu
A million volts of electricity, it’s pumping
I’m an otaku bestie
Going crazy, that candy’s sassy
Updating my neural system
I broke out of the prison in my head
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Back in the days, I couldn’t go crazy enough
No more false testimonies in front of my attraction
What’s the meaning, what’s the value, possible and impossible, now it’s all shh
Yeah, me and my girls
We know we’ll be blinded, but we kiss the sun
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls"
CRAZY (feat. PinkPantheress),2024,CRAZY (feat. PinkPantheress),"Act like an angel and dress like you're wild
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girly girls
Okay
Everybody move to the beat now (to the beat now)
Don't waste your time on talking (no)
Please, don't play my song (don't play my song)
Focus on the way I'm strutting
You can't get enough (woah)
Let's raise the roof again
We can't get enough
Let's just talk about it once, alright?
Yeah, 내 심장에 강림
You’re like CPR
Touch me like Pikachu
A million volts of energy, it's pumping
I'm a nerd, bestie
Going crazy, that candy's sassy
Updating my neural system
I broke out of my mind's prison
Galileo
Judging myself every day
In my head
They said to go a little crazy
Why can't you stop?
I don't care about the rules, screw that, I'm that kind of vibe
My answer is make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress like you're wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress like you're wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girly girls
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girly girls
Ah, it's like we're almost there
And then I turn around and you're gone
But how could you leave me in the club?
Okay, I guess you must've had enough
You were on fire, lost in your desire
I'm leaving later in case it gets better, ooh
If you're down to roll
Everyone we know is out tonight
We could ditch all our jobs today
Maybe it's a secret holiday
(Okay)
Everybody move to the beat now (beat now)
Don't waste your time on talking (no)
Please, don't play my song (play my song)
Focus on the way I'm strutting
You can't get enough (woah)
Let's raise the roof again
We can't get enough
Da, da-da-da
Da-da-da-da-da (let's talk about it, alright?)
Da, da-da-da (if you're down to roll)
Act like an angel and dress like you're wild
Da, da-da-da
Da-da-da-da-da (let's talk about it, alright?)
Da, da-da-da (if you're down to roll)
Da-da, da-da, da (let's talk about it, alright?)
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girly girls
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girls are vibing, vibing
All the girly girls"
CRAZY (Party Remixes 1),2024,CRAZY,"Act like an angel and dress all wild
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
Yeah, you drop down on my heart
Like CPR, you know
When you touch me, it’s like Pikachu
A million volts of electricity, it’s pumping
I’m an otaku bestie
Going crazy, that candy’s sassy
Updating my neural system
I broke out of the prison in my head
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Back in the days, I couldn’t go crazy enough
No more false testimonies in front of my attraction
What’s the meaning, what’s the value, possible and impossible, now it’s all shh
Yeah, me and my girls
We know we’ll be blinded, but we kiss the sun
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls"
CRAZY (Party Remixes 1),2024,CRAZY (English Version),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Vogue Remix) (feat. Dashaun Wesley),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Bonce Up Remix),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Dance Remix),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Sped Up Version),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Slowed + Reverb Version),ERRO AO ACESSAR A PÁGINA
CRAZY (Party Remixes 1),2024,CRAZY (Instrumental),ERRO AO ACESSAR A PÁGINA
CRAZY,2024,Chasing Lightning,LETRA INDISPONÍVEL
CRAZY,2024,CRAZY,"Act like an angel and dress all wild
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
Yeah, you drop down on my heart
Like CPR, you know
When you touch me, it’s like Pikachu
A million volts of electricity, it’s pumping
I’m an otaku bestie
Going crazy, that candy’s sassy
Updating my neural system
I broke out of the prison in my head
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Crazy, crazy, crazy, crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
Back in the days, I couldn’t go crazy enough
No more false testimonies in front of my attraction
What’s the meaning, what’s the value, possible and impossible, now it’s all shh
Yeah, me and my girls
We know we’ll be blinded, but we kiss the sun
Galileo
Judging myself every day
In my brain
It told me to go a little crazy
Why can’t you stop?
I don’t care about the five W’s, screw it, I’m that kind of material
My answer is make me super crazy
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da-da-da, da
Act like an angel and dress all wild
Da, da-da-da
Da-da-da-da-da
Da, da-da-da
Da-da, da-da, da
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls
All the girls are girling, girling
All the girls are girling, girling
All the girls are girling, girling
All the girly girls"
CRAZY,2024,Pierrot,"I don’t know, plans don’t mean a thing anymore
Running through the rain like a psycho
Just for today, I’m going dumb
We’re just doing it 'cause it’s fun
Monday, Tuesday, Wednesday, Thursday, Friday, I’m outta here
Same old Saturday, Sunday, then it’s Monday
They say: Whoa whoa, shut up and work
In my quiet heart, I wanna drop a bomb
Good girl, be a doll
Words that felt like empty balloons
Slowly blow it up, puff it, make it pop
Are you ready to run, where my girls at?
So where my, where my girls at?
Where my, where my boys at?
Let’s loosen up together
Kim Wan-sun, Uhm Jung-hwa, who’s next?
The crazy girls of a new era
What else am I afraid of? Ay
I don’t know, plans don’t mean a thing anymore (that’s my girl)
Running through the rain like a psycho (that’s my girl)
Just for today, I’m going dumb (that’s my girl)
We’re just doing it 'cause it’s fun (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
Tomorrow’s problems can wait (that’s my girl)
Let the advice flow out one ear and out the other, cut it (that’s my girl)
Just go and get it, that’s my girl (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, that’s my girl
(That’s my girl)
Feeling trapped by others’ gazes (that’s my girl)
Can’t help it, the path of FOMO (that’s my girl)
Whether it’s late or too early
Chasing after you, your laziness, huh
Just burn your fire, do it now-now-now
Sing on the street like you’re crazy, la la la
You should hop on this roller coaster ride
(Screaming, ha, ha, ha)
Are you ready to run, where my girls at?
So where my, where my girls at?
Where my, where my boys at?
Let’s loosen up together
IU, and Lee Hyori, who’s next?
The crazy girls of a new era
What else am I afraid of? Ay
I don’t know, plans don’t mean a thing anymore (that’s my girl)
Running through the rain like a psycho (that’s my girl)
Just for today, I’m going dumb (that’s my girl)
We’re just doing it 'cause it’s fun (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
Tomorrow’s problems can wait (that’s my girl)
Let the advice flow out one ear and out the other, cut it (that’s my girl)
Just go and get it, that’s my girl (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
That’s my girl, that’s my girl, girl (that’s my girl)
That’s my girl, that’s my girl, girl
That’s my girl, that’s my girl, that’s my girl
That's my girl"
CRAZY,2024,1-800-hot-n-fun,ERRO AO ACESSAR A PÁGINA
CRAZY,2024,Crazier (미치지 못하는 이유),ERRO AO ACESSAR A PÁGINA
EASY,2024,Good Bones,"Do I feel sick for grabbing another chance?
Am I angry because I keep feeling lucky?
Does the world seem easy only to us?
You think it’s okay to degrade someone
Just because they’re true to themselves?
Is it okay for the lucky ones to be criticized?
Then, I'll tell you a real secret
The world is equally cruel to everyone
In the end, we all die
Half of life must be suffering
The remaining half is up to us
I realized this fact a little early
The pain of facing that truth
Behind the dark stage
All the shadows of the world cover me
Inferiority
Rank
Grades
The words you casually spit out
Endless proof
Doubt
So what's the point of all this?
Easy, crazy, hot, I can make it
Easy, crazy, hot, I can make it
Despite it all, my ambition and aspirations are unstoppable
An immeasurable future
I'm struggling the most, aren't you?
Still, I won't sink
I'll keep struggling without rest
I'll create small waves
When things aren’t easy, I will make them easy
I believe in you who held my hand
I'll believe that there's beauty in cruelty
Because you and I, we have good bones
Look at the truth
Instead of the misconception that I made it look easy
Because I’ve made it look easy
Easy, crazy, hot, I can make it
Easy, crazy, hot, I can make it
Easy, crazy, hot, I can make it
Easy, crazy, hot, I can make it"
EASY,2024,EASY,"Even if I'm hurt, I walk the path, kiss me
It's not easy, I make it easy
Fire bursts on the stage, my body
Pull up and I rip it up like ballet
Damn, I really make it look easy
Yeah, know that I make it look easy
Clap your hands, if you're like me
Clap your hands now (dream, dream, dream)
Just brush off the doubts
Just say: I'm the real one (sheesh, sheesh)
After the lights go out, I wander in the night
Don't know what is right
Don't know 'bout my rights
Jealousy, doubt, distrust, now friends of me, yeah
To the world, I'm a half-baked Seraphim, yeah
Mm, mm-mm, mm
I've been tryin' so long to show you, show you, show you (oh)
(I'm the one that you need)
Even if I'm hurt, I walk the path, kiss me
It's not easy, I make it easy
Fire bursts on the stage, my body
Pull up and I rip it up like ballet
Damn, I really make it look easy
Yeah, know that I make it look easy
Yeah, know that I make it look easy
Become a swan on the surface of the water, whippin'
Sometimes loose, my legs, but I keep it
Get, set, go, come and see me, I'm the fearless, mm
My footsteps are history every moment, this is my way
Walk like a hero even if I am not flawless
Did you think I just came comfortably?
If you didn't recognize me, you have to know
Mm
I've been tryin' so long to show you, show you, show you
(I'm the one that you need)
Even if I'm hurt, I walk the path, kiss me (kiss)
It's not easy, I make it easy (It's not easy, I make it easy)
Fire bursts on the stage, my body (that's my body, that's my body)
Pull up and I rip it up like ballet (yeah, yeah)
Damn, I really make it look easy (damn, I really make it look easy)
Yeah, know that I make it look easy"
EASY,2024,Swan Song,"Many names that call my name
Used to be called
Kiss on it, like chocolate
Bitter but sweet
My only wounded leg
Whip it, whip, never been hurt
Dancing to live
I'm a secret swan, I sing it
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if it's hard to swim
Still keep killing these waves now
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if you doubt, flames will rise
Singing this song that will become history
Many days, many nights, many tears
Sometimes I get anxious
Even if I receive more and more, I crave love more
Don't be scared, my desires will kill me
Stop writing the narrative
You'll twist me around again
Elegantly pretending again
Dive like a swan, out of breath but
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if it's hard to swim
Still keep killing these waves now
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if you doubt, flames will rise
Singing this song that will become history
Eh-eh-eh, eh-eh-eh, eh-eh-eh
Black swan, I'm black swan, I'm like
When I sing this song
Blah, blah, blah, what else will they say
Shut up, watch me kill this
Shining like a diamond, sing it
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if it's hard to swim
Still keep killing these waves now
Black swan, I'm black swan, I'm like
Black swan, I'm black swan, I'm like
Even if you doubt, flames will rise
Singing this song that will become history
Eh-eh-eh, eh-eh-eh, eh-eh-eh
Black swan, I'm black swan, I'm like"
EASY,2024,Smart,"I'm a smarter baby, smarter
Smarter baby, smarter
When I see one, up to ten
I see through and break through
Wanna be a winner
Wanna be a winner
It goes as planned
I'll be a butterfly
What I want is victory
I call it sugar (my sugar, sugar)
If it goes as planned, there's no missing out
My sugar, sugar (my sugar)
Who says I'm mean-mean-mean-mean-mean
I don't care, shh, shh, shh, shh, shh
Instead of the beauty of defeat
I chose a stronger name, villain
So that's me-me-me-me-me
I see it, see-see-see-see-see
Leseraphim leads me to victory
I'm a smarter baby, smarter
Smarter baby, smarter
When I see one, up to ten
I see through and break through
Wanna be a winner
Wanna be a winner
It goes as planned
I'll be a butterfly
I'm a smarter baby
Work hard in secret
The trap hits right on target
I planned that, don't be mad
If it goes as planned, I can't be
That loser, loser
Who says I'm mean-mean-mean-mean-mean
I don't care, shh, shh, shh, shh, shh
Instead of the beauty of defeat
I chose a stronger name, villain
So I just wanna be me-me-me-me
I see it, see-see-see-see-see
Leseraphim leads me to victory
I'm a smarter baby, smarter
Smarter baby, smarter
When I see one, up to ten
I see through and break through
Wanna be a winner
Wanna be a winner
It goes as planned
I'll be a butterfly
I'm a smarter baby
My clock goes tick-tock
The shortcut I needed
I found it and I caught it, huh
Some say, that's all luck
I say, no, it's not luck
My sweat is not lying, lying
Don't slow down, this life is superfast
Best scheme, in my head
Godsend, I'm ready
Dinner of the winner
That is what I want to get
I'm a smarter baby, smarter (alright)
Smarter baby, smarter
When I see one, up to ten
I see through and break through
Wanna be a winner
Wanna be a winner
It goes as planned
I'll be a butterfly
I'm a smarter baby"
EASY,2024,We got so much,"Sometimes cool cat
Always changing like the weather
I might not be that good girl, I know too
How do I look in your eyes? Satisfied? Then it's okay
You know what I'm about
'Cause you never doubt
Transparent in front of you
I'll show you more of me
Discover me
Discover me step by step narrowing down
Discover me
The person I am and what I wanna be for you
We got so much love
I don't want to take it for granted, we're special
We got so much love
Flowers blooming inside each other
The yesterdays that didn't know love
I learned warm embrace from you
Now I'll give you that embrace
Your love every minute
Always making me a better person
I'm really thankful
Whether I'm an insider or an outsider
All those appearances are me
But if you're by my side
I am gonna stay the same
Many days we'll go through
We won't always be good
I know we'll get through
We got so much love
I don't want to take it for granted, we're special
We got so much love
Flowers blooming inside each other
There is no doubt
Deepening sincerity
Now just by looking into your eyes
I can understand everything
We got so much love
I don't want to take it for granted, we're special
We got so much love
Flowers blooming inside each other"
Perfect Night,2023,Perfect Night,ERRO AO ACESSAR A PÁGINA
