album,data,musica,letra
The ReVe Festival 2022 - Birthday,2022-11-28,ZOOM,"12 Contributors
Translations
Romanization
English
Español
ZOOM Lyrics
[레드벨벳 ""ZOOM"" 가사]
[Intro: Wendy]
Why are you lying?
Tired, man
Come on
[Verse 1: Seulgi,
Joy
,
Yeri
]
단서 하나, 당황하던 너의 표정
하나만 더 걸려봐라
절대 못 피해가, you're in my frame
쉽지 않을 거야
Well, 마치 난
CCTV를 다 되돌려보듯이
샅샅이 찾아내려 해 네 변명 속의 truth
[Refrain: Irene]
Watch out (Watch out)
사실 꽤나 (꽤나)
집요해 난 (해 난)
[Pre-Chorus: Wendy]
밤새 replay (Replay)
너는 (너는) so loud
내 귓가를 맴돌아
Your lies (Your lies), your lies (Woo)



[Chorus: All]
화만 내는 너를 보며
난 더 심증을 굳힌 뒤 되감아보는 memory
푹 빠져서 늘 놓쳤던
네 눈빛의 빈틈을, 난 zoom, zoom, zoom
오락가락 횡설수설해
네가 깨트린 alibi
달콤해서 늘 삼켰던
네 말속의 허점을, 난 zoom, zoom, zoom
[Post-Chorus: Seulgi,
Wendy
]
Remember, remember, remember, remember
Remember, remember, remember, remember
[Verse 2: Irene,
Joy
,
Wendy
]
Uh, 의심스러운 장면 앞에 멈춰 선 (
발걸음
)
그 기억에 성큼 내디뎌보는 (
한 걸음
)
네 손짓을 따라가
(
Uh
),
네 표정을 쫓아가
(
Uh
)
헤집어 찾아낸 증거 (
Guess what? I got 'em
)
난 날카로운 police, 넌 허술했던 범인
[Refrain: Yeri]
Watch out (Watch out)
보기보다 (보다)
철저해 난 (철저해 난)



[Pre-Chorus: Seulgi]
밤새 replay (Replay)
잠도 (잠도) 못 자 (못 자)
모든 흔적을 찾아 (찾아)
Your lies (Your liеs), your lies (Woo!)
[Chorus: All]
화만 내는 너를 보며
난 더 심증을 굳힌 뒤 되감아보는 memory
푹 빠져서 늘 놓쳤던
네 눈빛의 빈틈을, 난 zoom, zoom, zoom
오락가락 횡설수설해
네가 깨트린 alibi
달콤해서 늘 삼켰던
네 말속의 허점을, 난 zoom, zoom, zoom
[Bridge: Joy,
All
,
Wendy
]
Hey, hеy, hey, hey
당겨, zoom, zoom, zoom
Hey, hey, hey, hey
찾아, zoom, zoom, zoom
[Pre-Chorus: Joy]
밤새 replay 울고 (울고) 웃다
전부 믿고 싶게 한
Your lies (Your lies), your lies



[Chorus: All,
Wendy
,
Seulgi
]
(
Hey, oh-oh-oh, oh-oh-oh
)
화만 내는 너를 보며
난 더 심증을 굳힌 뒤 되감아보는 memory
푹 빠져서 늘 놓쳤던 (
Hey
)
네 눈빛의 빈틈을 난 zoom, zoom, zoom
오락가락 횡설수설해 (
Ooh-ooh, ooh-ooh
)
네가 깨트린 alibi
달콤해서 늘 삼켰던 (
Oh, woah, oh
)
네 말속의 허점을 난 zoom, zoom, zoom
[Post-Chorus: Irene,
All
,
Yeri
]
Remember, remember, remember, remember
당겨, zoom, zoom, zoom
Remember, remember, remember, remember
찾아, zoom, zoom, zoom"
The ReVe Festival 2022 - Birthday,2022-11-28,Celebrate,"10 Contributors
Translations
Romanization
English
Español
Celebrate Lyrics
[레드벨벳 ""Celebrate"" 가사]
[Verse 1: Irene,
Yeri
]
아무 일도 없는 듯이
눈을 감아 초를 불지
매일 너와 함께 있고 싶은
맘을 녹인
너는 모를 나의 비밀
[Pre-Chorus: Joy]
파티가 막을 내려
난 조금 더 있고 싶어
가는 시간이 아쉬운걸
[Chorus: Wendy,
Seulgi
]
It's your birthday
너와 터트리던 champagne
온통 달콤하던 this cake
처음처럼 난 celebrate
Back in the day
눈치채지도 못하게
초가 타기 전 네 옆에
다시 돌아가 celebrate
[Verse 2: Yeri,
Wendy
]
반대로 된 시침같이
나 혼자만 또 시간을 되감지
빠져드는 sweetness
다시 봐도 난 설레지
황홀한 feeling
잊지 못할 everything



[Pre-Chorus: Seulgi]
모두가 멈추면 난
다시 너의 곁으로 가
환히 웃으며 눈을 맞춰
[Chorus: Joy,
Irene
]
It's your birthday
너와 터트리던 champagne
온통 달콤하던 this cake
처음처럼 난 celebrate
Back in the day
눈치채지도 못하게
초가 타기 전 네 옆에
다시 돌아가 celebrate
[Post-Chorus: Seulgi,
Yeri
]
영원하고 싶은 맘 꿈같은 이런 밤
재촉하듯 시곈 끝을 향해 가
Back in the day
아쉬워지는 마음에
멈춰 세워 난 turning back
다시 시작해 celebrate
[Bridge: Joy,
Irene
]
일렁인 두 눈에 서로를 담아봐
We'll celebrate through the night
똑같은 장면도 새로워 you and I
We'll celebrate and cross the time



[Chorus: All]
It's your birthday
너로 가득한 everyday
돌고 돌아 난 네 곁에
다시 함께 해 celebrate
Back in the day
모든 순간이 소중해
나만 아는 이 기억에
진심을 다해 celebrate
[Post-Chorus: Wendy,
All
]
영원하고 싶은 맘 꿈같은 이런 밤
재촉하듯 시곈 끝을 향해 가
Back in the day
아쉬워지는 마음에
멈춰 세워 난 turning back
다시 시작해 celebrate"
Bloom,2022-04-06,Marionette,"10 Contributors
Translations
English
Romanization
Marionette Lyrics
[Red Velvet「Marionette」歌詞]
[Verse 1: Irene,
Joy
,
Yeri
]
雲ひとつない starry night
舞台を照らす moonlight
明日じゃダメ it's the time
Feel good, good, good
気まぐれな音楽に
手足動かされる私
美しく切ない show が始まる
幕は開いた
[Pre-Chorus: Wendy,
Irene
,
Seulgi
,
Joy
]
Hey, you
心の中 声が聴こえて
「君はどこにいる?」
いつも同じ踊りばかりじゃ
つまらない
[Chorus: Seulgi,
Yeri
,
Joy
,
Wendy
]
夢に見てた完璧な scene
決めた今すぐに make it real
絡み付く糸断ち切って
動き出した marionette
流れ星は幻
ただ一度だけの
瞬き
透き通った瞳で見つめて見つけて
踊り明かす marionette



[Post-Chorus: All,
Irene
,
Seulgi
,
Joy
, *Wendy*]
Yeah, yeah, 痛くて怖くて
狭い箱に閉じ込め
(I go)
座ってジッとしていないで
たった一歩だけで高く高く舞い上がろう
(I go) *やがて楽しくなった*
[Verse 2: Seulgi,
Yeri
,
Irene
]
蝋燭なら1本で
It's my birthday
書き直した運命
I'm not going back
儚い無色の show は終わる
幕は下りた
[Pre-Chorus: Joy,
Yeri
,
Wendy
,
Seulgi
]
Hey, you
迷わないで 息を吹き込んで
「私はここにいる」
誰も行かない未知の場所でも
構わない
[Chorus: Irene,
Wendy
,
Seulgi
,
Joy
]
夢に見てた完璧な scene
決めた今すぐに make it real
絡み付く糸断ち切って
動き出した marionette
流れ星は幻
ただ一度だけの瞬き
透き通った瞳で見つめて見つけて
踊り明かす marionette



[Refrain: Wendy,
Yeri
]
夜風に身を預け
自由に踊れば
月明かりも星も味方になる
[Bridge: All,
Seulgi
,
Joy
,
Irene
]
Oh-oh-oh-oh-oh
好きなように
時間よ slowly
Oh-oh-oh-oh-oh
止まらない
Don't stop me now
[Chorus: Wendy,
Yeri
,
Irene
,
Seulgi
]
夢に見てた完璧な scene
決めた今すぐに make it real
絡み付く糸断ち切って
動き出した marionette
流れ星は幻
ただ一度だけの瞬き
透き通った瞳で見つめて見つけて
踊り明かす marionette"
Bloom,2022-04-06,WILDSIDE,"13 Contributors
Translations
English
Romanization
WILDSIDE Lyrics
[Red Velvet「WILDSIDE」歌詞]
[Intro: Wendy,
Joy
,
Irene
]
Hmm-mmm
Show you inside myself
Listen
[Verse 1: Seulgi,
Yeri
,
Wendy
]
甘くて (
Yeah
)
溶けてく (
Yeah
)
場所から (
Mm
)
O-o-o-out
鏡の自分を
見つめる
Who are you?
[Refrain: Irene,
Yeri
,
Joy
]
自分らしく偽りのない
姿で踊り続けたい
私さえも知らない
私を探す inside me
Baby? Crazy?
真実分かんないの
[Pre-Chorus: Wendy,
Seulgi
]
負けると知ってても fight
Ah-ah, yeah
逃げてばかりいらんない
Ooh



[Chorus: Joy, *Irene*,
Wendy
,
Yeri
,
Seulgi
]
Inside o-o-out
My wild side, my wild side
弱さ超えた
*まだ見ぬ私を*
Wild side, far away, far away
高く高く
*まだ見ぬ場所まで*
誰も止められないもう
「せーの」で走り出そう
Goodbye, これまでの私
じゃないの
*見ていなさい wild side*
[Post-Chorus: Yeri,
Joy
]
Wi-i-i-ild (Wild)
Wi-i-i-ild (Wild)
本能で do it
Come along with me (Wild)
Let us go down, down
Down, down, the street
[Verse 2: Wendy,
Irene
]
I didn't go anywhere (Ayy)
Now I could go everywhere (Woo)
変わるのを恐れ
側から見てるだけ
君に守られ
呼吸するだけで
Puppet, muppet
みたいに惨めに踊らされ



[Refrain: Joy,
Seulgi
,
Yeri
,
Wendy
]
自分はダメだと思ってたの
でも弱さの裏に強さがあったの (
あったの
)
愛のない人の言葉
I don't care about it anymore
(
Anymore
)
I will show you
真実見せたいの
[Pre-Chorus: Joy,
Irene
,
Seulgi
]
もう自分に never tell lies
Ah-ah, yeah
行きたい場所へ今 fly (
I'm never scared of going to the sky
)
Ooh
[Chorus: Wendy, *Yeri*,
Joy
,
Seulgi
,
Irene
]
Inside o-o-out
My wild side, my wild side (
Wildsidе
)
弱さ超えた (
弱さ
)
*まだ見ぬ私を* (
を
)
Wild side, far away, far away
(
Far away, far away
)
高く高く
(
高く
)
*まだ見ぬ場所まで* (まで)
誰も止められないもう
(
止められないもう
)
「せーの」で走り出そう
(出そう)
Goodbye, これまでの私
じゃないの
*見ていなさい wild side*



[Bridge: Wendy,
Irene
,
Joy
,
Seulgi
, *Yeri*]
私さえ知らない
自分を受け入れるの
もっと愛したい
信じていたい
迷わないよう, yеah, yeah, yeah
Starlight もう暗い
夜を切り裂いて
*So bright, 煌めけ*
La-la-la-la-la
[Chorus: Irene, *Seulgi*,
Yeri
,
Joy
,
Wendy
]
Inside o-o-out (
Inside out
)
My wild side, my wild side
弱さ超えた (
弱さ超えた
)
*まだ見ぬ私を* (
まだ見ぬ
)
Wild side, far away, far away
高く高く
*まだ見ぬ場所まで*
誰も止められないもう
(
Oh
)
「せーの」で走り出そう
(
Oh
)
Goodbye, これまでの私
(
これまでの私
)
じゃないの
(
Oh, no
)
*見ていなさい wild side*
[Post-Chorus: Yeri,
Irene
,
Wendy
]
Wi-i-i-ild (Wild)
Wi-i-i-ild (Wild)
本能で do it
Come along with me
Let us go down, down
I will show you my wild side"
Bloom,2022-04-06,SAPPY,"22 Contributors
Translations
Romanization
English
SAPPY Lyrics
SAPPY is the first Japanese digital single by Red Velvet. the album name is unknown at this time.

 the video is colorful, perpendicular, and addicting in it’s own way. the theme goes back to the nostalgic…
Read More
[Intro]
どっちが好きなの
(You’re sappy boy)
はっきりさせてよ
(You’re such a young boy)
どっちが好きなの
(You’re such a sappy sappy boy)
はっきりさせてよ Know
Come on boy, yeah
Sappy, yeah
[Verse 1]
メソメソして　マイナス思考気味
ウジウジ　また　優柔不断なキミ
ノートに poem 書き溜めて
センチな趣味ね, yeah
ほら今こそ扉を開けて
[Pre-Chorus]
愛されたいと思うほど
Oh why? 臆病になるのはもうやめて (Amazing)
Amazing, yeah!
[Chorus]
キライじゃないよ
(You're sappy sappy, too cutie cutie)
妄想からはログアウト
(What? Sappy sappy, too cutie cutie)
どっちが好きなの
今夜はホントの気持ち聞かせて
コドモじゃないの
(You're sappy sappy, too cutie cutie)
Tell me, どっちが好き



[Post-Chorus]
はっきりさせてよ no
[Bridge]
夢見るのが悪いことじゃない
おとぎ話じゃない　現実世界
何をするの？ どれにするの？
感傷　幻想　思春期の boy
[Verse 2]
恋愛ゲーム マニュアルで
クリアしたって
ほど遠いよ
リアルな恋は
[Pre-Chorus]
愛されたいと願うなら
Oh why? 私から瞳逸らさないで (Amazing)
Amazing, yeah!
[Chorus]
キライじゃないよ
(You're sappy sappy, too cutie cutie)
二次元をエスケープするの
(What? Sappy sappy, too cutie cutie)
どっちが好きなの?
今夜はホントの気持ち聞かせて
オトナになるの
(You're sappy sappy, too cutie cutie)
Tell me, どっちが好き



[Refrain]
どっちが好きなの (Don’t you know that?)
はっきりさせてよ (She or I)
どっちが好きなの (Woo woo woo yeah)
はっきりさせてよ no no no no
どちらでもいいわ
(はっきりさせてよ no no no no)
[Chorus]
キライじゃないよ
(You’re sappy sappy, too cutie cutie)
妄想からはログアウト
(What? Sappy sappy, too cutie cutie)
どっちが好きなの
そんなキミだけど
(You’re sappy sappy, too cutie cutie)
二次元をエスケープするの
(What? Sappy sappy, too cutie cutie)
どっちが好きなの
私かあの子かどちらか選んで
心の中はオトメよりオトメ
今夜こそホントの気持ち聞かせてよね
オトナになるの
(You’re sappy sappy, too cutie cutie)
Tell me どっちが好き



[Refrain]
どっちが好きなの
はっきりさせてよ
どっちが好きなの
はっきりさせてよ"
Bloom,2022-04-06,Jackpot,"8 Contributors
Translations
Red Velvet - Jackpot (English Translation)
Romanization
Jackpot Lyrics
[Red Velvet「Jackpot」歌詞]
[Verse 1: Irene,
Yeri
]
チャンスは一度しかないでしょ？
あと少しで time limit (Oh, girls)
痛いほど高鳴る鼓動
脳内まさに stormy
(Oh, girls)
[Pre-Chorus: Wendy,
Seulgi
]
Na-na-na, hey
逃げたら負け
気取る poker face
滴る汗 let's shake off
もう覚悟決めよう
誰の邪魔も no!
(Oh, girls)
[Chorus: All,
Irene
]
Jackpot can't stop rolling all night
夢なら夢でもいいんじゃない
Gotta take a chance
Crush on, baby 何でもないね
あたしのものだよ paradise (飛び込んじゃおう)
ほら hit the jackpot
[Post-Chorus: All,
Yeri
]
ギリギリ気味 it's alright
どんどんどんどんハマっちゃう
ビリビリビリ be all mine (飛び込んじゃおう)
ほら hit the jackpot



[Verse 2: Irene]
Hey, このまま never wake me up
夢の中揺られてたい
上がってった ladder 絡む step
ガチ feeling good あっちまで
行けるか？　行かなくちゃ！
憧れた brand new days
Hey, そろそろかな
Wake me up, I don't wanna miss a chance
[Pre-Chorus: Seulgi]
Hey, 後戻りも
これ以上は no! (Oh, girls)
[Chorus: All,
Seulgi
]
Jackpot can't stop 全身全霊
1から100まで感じたい gotta take a chance
Crush on, baby なんて romantic
夢じゃ終わらない paradise (掴み取ろう)
ほら hit the jackpot
[Post-Chorus: All,
Irene
]
ギリギリ気味 it's alright
どんどんどんどんハマっちゃう
ビリビリビリ be all mine (掴み取ろう)
ほら hit the jackpot



[Bridge: Wendy,
Joy
,
Seulgi
]
Oh my gosh! (Oh, girls)
I'm ready for it
もっと高く上るわいいでしょ?
夢なら夢でもいいんじゃない?
Crush on, baby 何でもないね
あたしのものだよ paradise
まだ足りなくて
[Chorus: All,
Seulgi
,
Joy
,
Yeri
, *Wendy*]
Jackpot can't stop rolling all night (
Oh no, woo!
)
夢なら夢でもいいんじゃない
Gotta take a chance (
Na-na-na
)
Crush on, baby 何でもないね
あたしのものだよ paradise (飛び込んじゃおう)
ほら hit the jackpot
(*ほら hit the jackpot*)
[Post-Chorus: All,
Wendy
,
Irene
,
Seulgi
]
ギリギリ気味 it's alright (
Ah
)
どんどんどんどんハマっちゃう
ビリビリビリ be all mine (飛び込んじゃおう)
ほら hit the jackpot
ギリギリ気味 it's alright
どんどんどんどんハマっちゃう
ビリビリビリ be all mine (飛び込んじゃおう)
ほら hit the jackpot
(
ほら hit the jackpot
)"
Bloom,2022-04-06,#Cookie Jar,"26 Contributors
Translations
English
Romanization
#Cookie Jar Lyrics
‘’#Cookie Jar'‘ makes the Japanese debut for South Korean girl group Red Velvet, and it also works as the leading track for their mini-album #Cookie Jar.

The R&B electronic pop track is lyrically about a…
Read More
[Red Velvet「#Cookie Jar」歌詞]
[Verse 1: Seulgi &
Yeri
]
最近いらいら 問題山積み
かなり疲れ気味
絶対無理無理 結構ぎりぎり
そんな事ばかり
[Refrain: Wendy &
All
]
(
Give me
) 誰か足りない
甘いのが欲しい
(
Give me
) 君の心
今すぐに欲しい
[Pre-Chorus: Irene,
Joy
&
Seulgi
]
Ta-ta-ta-ta-take it, お望み通り
どれでも全部, ooh-ooh-ooh
Ty-ty-type it, 扉を search it
夢のような trip
#Cookie Jar
[Chorus: Seulgi,
Wendy
,
Joy
&
All
]
(
Oh-oh-oh
) Put your hand in the cookie jar
(
Oh-oh-oh
)
何処でも行けるわ
ドキドキが加速してくの
#Cookie Jar
(
Oh-oh-oh
)
Put your hand in the cookie jar
(
Oh-oh-oh
)
溶けちゃいそうな チョコバー
キラキラな世界に飛べそう
#Cookie Jar



[Verse 2: Wendy &
Joy
]
大胆不敵に ワガママ放題
可愛いは正義 (
Yeah
)
マシュマロみたいに 気分はふわふわ
隣には王子
(Ooh-ooh-ooh, ooh)
[Refrain: Seulgi &
All
]
(
Give me
) 誰かそんな
甘い恋がしたい
(
Give me
) 君と探そう
秘薬のレシピ
[Pre-Chorus: Yeri,
Wendy & Irene
,
Irene
,
Wendy
]
Ta-ta-ta-ta-take it, お望み通り
どれでも全部 ooh, ooh, ooh
Ty-ty-type it, 扉を search it
夢のような
#Cookie Jar
[Chorus: Joy,
Wendy
,
Seulgi
&
All
]
(
Oh-oh-oh
) Put your hand in the cookie jar
(
Oh-oh-oh
) 魔法をかけるわ
トキメキが弾けちゃうでしょう
#Cookie Jar
(
Oh-oh-oh
)
Put your hand in the cookie jar
(
Oh-oh-oh
)
甘酸っぱい candy pop
カラフルに世界を染めよう
#Cookie Jar



[Bridge: Wendy,
Irene
,
Yeri
,
Joy
& *Seulgi*]
一口頬張れば
止まらない, ooh-ooh-ooh
心が欲しがるわ
止まらない, ooh-ooh-ooh
(
Sugar rush
)
目が回る
(
Sugar rush
)
Feel so good
*君と二人だけの秘密だから
Hush, hush, hush*
#Cookie Jar
[Chorus: Seulgi,
Wendy
,
Yeri
,
Irene & Seulgi
, *Irene*, **Joy**, (All)]
(Oh-oh-oh) Put your hand in the cookie jar
(Oh-oh-oh) 何処でも行けるわ
トキメキが弾けちゃうでしょう
(Cookie Jar)
(Oh-oh-oh) *Put your*
hand in the cookie jar
(Oh-oh-oh) *溶けちゃいそうな チョコバー*
**キラキラな世界に飛べそう** (Ooh)
(#Cookie Jar)
(Oh-oh-oh)
Put your hand in the cookie jar
(**Put your hand in the jar**)
(Oh-oh-oh)
魔法をかけるわ
(**かけるわ**)
トキメキが弾けちゃうでしょう
(#Cookie Jar)
(Oh-oh-oh) **Put your hand in the cookie jar** (*チョコチップ バニラ ミントに*)
(Oh-oh-oh) **甘酸っぱい candy pop** (*진짜 よりどりみどり*)
カラフルに世界を染めよう (
世界を染めよう
)



[Outro: Irene]
#Cookie Jar"
Bloom,2022-04-06,Snap Snap,"9 Contributors
Translations
Red Velvet - Snap Snap (English Translation)
Romanization
Snap Snap Lyrics
[Red Velvet「Snap Snap」歌詞]
[Intro: Wendy]
Oh, I just love it
I love the camera so, so much
And the camera loves me
[Verse 1: Joy,
Irene
,
Seulgi
,
Yeri
]
どれも毎回 fancy and gorgeous
味方は don't take the knife
これも買いたい pretty and famous
先生からは「enjoy the life」
[Verse 2: Wendy,
Seulgi
,
Joy
]
映えるもの映えるとこ
あっちこっち探しては ride
どこのだれ？だれがどれ？
いちいちチェックしちゃう like
欲しいのはただ
ハート１つだけ
目立つのは仕方がないよね
[Pre-Chorus: Yeri,
Seulgi
]
はにかむ character 照れるように笑う
カメラの angle 予告なく向かう
同じコト ちがうヒト
輝いて新しいものなら
I'm ready for ya



[Chorus: Seulgi,
Joy
]
Gimme that snap, snap
カメラの flashing on me
謎めく connection 燃える reaction
ここで snap, snap 絶妙な timing
真似する fashion 隠す emotion
Check it out, here I go
[Post-Chorus: All,
Wendy
,
Irene
]
La-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me
(Look at that)
La, la-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me
[Verse 3: Wendy,
Joy
,
Yeri
]
Aha! 動くスクロール
囲まれ follow
Aha! まるで興味ない
中身の正体
繋がればそれだけで
ギリギリ知り合いだね
それくらいでちょうどイイわ
覗きに来て my lifestyle



[Pre-Chorus: Seulgi,
Yeri
]
同じコト ちがうヒト
輝いて新しいものなら
I'm ready for ya
[Chorus: Seulgi,
Wendy
]
Gimme that snap, snap
カメラの flashing on me
謎めく connection 燃える reaction
ここで snap, snap 絶妙な timing
真似する fashion 隠す emotion
Check it out, here I go
[Post-Chorus: All,
Joy
,
Wendy
]
La-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me
(Look at that)
La, la-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me
[Bridge: Seulgi,
Wendy
]
Ah, ah!
時には見て please
ほんとうの photography
(Yeah)
なんだかメランコリーな日も
君には打ち明けたいの



[Chorus: Joy,
Irene
]
Gimme that snap, snap
カメラの flashing on me
謎めく connection 燃える reaction
ここで snap, snap 絶妙な timing
真似する fashion 隠す emotion
Check it out, here I go
[Post-Chorus: All,
Seulgi
,
Irene
]
La-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me
(Look at that)
La, la-la-la-la-la
La-la-la-la-la-la
Loving, loving me
Stuck in, stuck in me"
Bloom,2022-04-06,Sayonara,"14 Contributors
Translations
Romanization
English
Sayonara Lyrics
[Verse 1]
まだまだ風が冷たいわ
あの日の恋がチクチクと
カラフルなコート恋人たちの
Sweet love, so sweet love
街のなかで
[Pre-Chorus]
ユラユラとハラハラと
切なくなくないこのキモチ
でもでもでもちょっとだけでも
そうこの空を越えて
[Chorus]
Sayonara キラキラずっとずっと
ゴメンねそんなこと言わないで
あなたに会いたくって
あなたに会いたくって
Sayonara ワガママでも I love you
[Verse 2]
時計の針をねぇ巻き戻せたら (Whoa)
伝えきれないこの想い (Whoa)
雨降る Lonely night (Lonely night)
涙は Don't know why (Don’t know why, oh)
いつだっていつだって
抱きしめてくれたのに



[Chorus]
Sayonara 笑ってもっともっと
キュートな笑い声聞きたいよ
雨上がりを待って星が見たくなって
Sayonara 今さらでも I need you
[Bridge]
(Ah-ah)
あなたの好きな服で
お揃いのリングして
Would you come back?
Would you come back?
Would you come back?
あの日の涙は
きっとね忘れないよ
[Chorus]
Sayonara キラキラずっとずっと
ゴメンねそんなこと言わないで
あなたに会いたくって
あなたに会いたくって
Sayonara ワガママでも I love you
[Outro]
Give me, give me love
Give me, give me, give me love
Give me, give me love
Sayonara, give me love
アンバランスな恋アンバランスな距離
Give me, give me love
Give me, give me, give me love
Give me, give me love
Sayonara, give me love
あなたに会いたくって
Give me loveでも Bye bye"
Bloom,2022-04-06,Aitai-tai,"14 Contributors
Translations
Red Velvet - Aitai-tai (English Translation)
Romanization
Aitai-tai Lyrics
[Red Velvet「Aitai-tai」歌詞]
[Intro: Irene,
Joy
,
Seulgi
,
Yeri
, (Wendy)]
Miss you, I always
Miss you, I always
Miss you, I always
(Ah~)
Miss you
Aitai
[Verse 1: Joy,
Seulgi
]
バナナよりいちごが好き
甘酸っぱい感じが
ブラックよりアイスが好き
真夏楽しみだね
[Pre-Chorus: Irene,
Wendy
]
些細なことでも知りたいのなら
喜んで教えたのに
ココロはまっすぐ
願いはひとつ
Oh, if you wanna be my boyfriend
[Chorus: Yeri,
Seulgi
]
Aitai-tai
Aishitai-tai
今すぐビュンと飛んで行きたいよ
この気持ち伝えたい
Aitai



[Post-Chorus: Yeri,
Joy
]
今君に、oh今届けたいよ
今君に say that 一緒にいたい boy
[Verse 2: Irene,
Joy
]
メールより電話が好き
既読とか気が散る
映画より散歩が好き
色んなことしゃべりたい
[Pre-Chorus: Yeri,
Seulgi
]
イマドキのかけひきなんか嫌い
恋に落ちたんだから
So 答えてね
正直あたしと
同じでしょ boy
[Chorus: Irene,
Wendy
]
Aitai-tai
Aisihtai-tai
今すぐギュッと抱き締めたいよ
この恋は離さない
Aitai
[Verse 3: Irene,
Seulgi
,
Wendy
]
意外とお似合い yes
So このまま close my eyes
まだ起きない未来
I'm just sleeping deeply now
君と目が合えば始まる story
あたしの声聞きたくないの？ Why?



[Bridge: Joy,
Wendy
]
甘い甘い
ものがたり
夢なら覚めないで
毎日祈るどうか気づいて
またここで
[Chorus: Seulgi & Wendy,
Joy
]
Aitai-tai
Aishitai-tai
今すぐビュンと飛んで行きたいよ
この気持ち伝えたい
Aitai
[Outro: Wendy,
Yeri
,
Seulgi
,
Irene
]
Aitai-tai
Aitai-tai
Aitai
今君に、oh今届けたいよ
Aitai-tai
Aitai-tai
Aitai
今君に say that 一緒にいたい boy"
Bloom,2022-04-06,Swimming Pool,"13 Contributors
Swimming Pool Lyrics
[レッドベルベッド 「Swimming Pool」 歌詞]
[Intro]
Shala-lalala-lala (Yeah, yeah)
Shalala-lalala-lala (Hoo)
Shala-lalala-lala (Yeah, yeah)
Shalala-lalala-lala (Hoo)
[Verse 1]
火照る season 夢心地 drive
待ちかまえる sunshine (Sunshine)
I know the reason (Reason)
君のとなりで発熱トロピカル (Oh yeah)
[Verse 2]
We go ""Hey! Hey!""
Singing favorite tunes
波打つトキメキ
We go ""Hey! Hey!""
胸高まり中あの雲より high
[Pre-Chorus]
ひろがる scene はずむ beat
縮まる distance (縮まる distance)
アワてない アセらない
ねぇ come on, come on (Hey!)



[Chorus]
こっち向いて
Boom, b-boom, 真夏の booming
Chance, ch-chance, 横顔で waiting
Hey, hey, you, so whatcha gonna do?
次のパノラマ見せて
In the swimming pool, ooh-ooh
You're so cool, ooh-ooh
Dive into the blue, ooh-ooh
恋は swimming pool
It's what you do
[Post-Chorus]
Hey, hey, you, so whatcha gonna do?
[Verse 3]
まわす turning (Turning)
わざとらしく
ヨソミしてる隙に
君の magic 魅せて romantic
曖昧は no way, yeah
[Verse 4]
We go, ""Hey, hey""
Looking up to the sky 隠してるドキドキ
We go, ""Hey, hey""
坂道の向こう
海まであと少し



[Pre-Chorus]
きらめく beach そよぐ tree
甘くなる phrase (甘くなる phrase)
夢みたい夢じゃない
ねぇ come on, come on (Hey)
[Chorus]
こっち向いて
Boom, b-boom, 真夏の booming
Chance, ch-chance, 横顔で waiting
Hey, hey, you, so whatcha gonna do?
次のパノラマ見せて
In the swimming pool, ooh-ooh
You're so cool, ooh-ooh
Dive into the blue, ooh-ooh
恋は swimming pool
It's what you do
[Bridge]
大きく息を吸って (吸い込んで)
目を閉じているから
一気に water slide (Come on)
[Refrain]
Shala-lalala-lala (Yeah, yeah)
Shalala-lalala-lala (Hoo)
(Do you wanna stay with me this summer?)
Shala-lalala-lala (Yeah, yeah)
Shalala-lalala-lala (Hoo)



[Chorus]
こっち向いて
Boom, b-boom, 真夏の booming
Chance, ch-chance, 横顔で waiting
Hey, hey, you, so whatcha gonna do?
次のパノラマ見せて
In the swimming pool, ooh-ooh (In the swimming pool)
You're so cool, ooh-ooh
Dive into the blue, ooh-ooh
恋は swimming pool
It's what you do
[Outro]
Shala-lalala-lala (Yeah, yeah)
Shalala-lalala-lala (Shalala-lala; hoo)
Shala-lalala-lala
恋は swimming pool
It's what you do"
