album,data,musica,letra
Chill Kill - The 3rd Album,2023,Will I Ever See You Again?,LETRA INDISPONÍVEL
Chill Kill - The 3rd Album,2023,Nightmare,LETRA INDISPONÍVEL
Chill Kill - The 3rd Album,2023,Iced Coffee,"Every morning, eventually in front of you
I stand as if possessed again
The sleepiness not fully gone
Leads me to you
In my empty heart
Filled with ice
You pour, full of taste, yeah, yeah, yeah
Take a mouthful
Cold enough to be chilling
Even if it's bitter
Yeah, I don't care
The more I indulge in you
My every night grows longer
Until the tip of my head
Dizzyingly paralyzed inside me
All my senses
Stopped at that fleeting temperature
Oh, this cold and ecstatic feeling
'Cause you make me feel all this fantasy
I want more
Iced coffee
Fallin' in your eyes
Fallin' in your ice
Yeah, you got me like iced coffee
I don't need the sugar
Don't need the caffeine
I'm already in your thoughts
Behind the first bitter encounter
Lies the hidden sweet
Aren't you expecting that?
Even if my breath turns white
Even if it freezes
I only need you, yeah, yeah, yeah
Eventually, another sip
Even the addiction is sweet
Even if it's bitter
Yeah, I don't care
The more I indulge in you
My every night grows longer
Until the tip of my head
Dizzyingly paralyzed inside me
All my senses
Stopped at that fleeting temperature
Oh, this cold and ecstatic feeling
'Cause you make me feel all this fantasy
I want more
Iced coffee
Fallin' in your eyes
Fallin' in your ice
Yeah, you got me like iced coffee
Got me up all night
Got me up all night
Yeah, you got me like iced coffee
Everyday transparently
Your eyes shining
As if possessed by you
Endlessly falling for you
Your unceasing warmth
Of a temperature that won't stop
Colder, more ecstatic feeling (ecstatic feeling)
'Cause you make me feel all this fantasy (make me feel)
I want you more
Iced coffee
Fallin' in your eyes
Fallin' in your ice
Yeah, you got me like iced coffee
Got me up all night
Got me up all night
Yeah, you got me like iced coffee
Yeah, you got me like iced coffee"
Chill Kill - The 3rd Album,2023,One Kiss,LETRA INDISPONÍVEL
Chill Kill - The 3rd Album,2023,Bulldozer,"Look, once upon a time
There are certain things that are set in stone
Action that breaks the rules
A baddie with a twist
If you want it, it's my rule to have it
If you block me, you might get hurt (ow)
Bang, crash, oops
You better run (ha-ha, ha-ha)
Yeah a little naughty than I expected
Pow, splat, I'm being mean
Better get out of my way
I'm a bulldozer
When you get a chance, hurry up
Run away than I see
I have no patience
I'm your poet
I'm your pain
How to stop once you start
There is no brake
I'm a bulldozer
Closer without hesitation
I'll ruin everything
I can see my appearance
I'm your poet
I'm your pain
If you can't afford it
You're back (ayy)
What can I break? (What?)
What can I break? (Uh, yeah, yeah)
What can I break? (What?)
What can I break?
Bulldozer
What can you break? (What?)
What can you break? (Hm, maybe you can't)
What can you break? (What?)
What can you break?
Bulldozer
La-la-la-la-la
La-la-la-la-la
La-la-la-la-la
I told you
La-la-la-la-la
La-la-la-la-la
La-la-la-la-la
I'll bulldoze ya
I've never been confused target
If you ask me, I won't let you go
That's why I am
Handle it lightly, handle it
The moment you let your guard down
growling whispered in my ear
Sorry, you got in my way
I'm a bulldozer
When you get a chance, hurry up
Run away than I see
I have no patience
I'm your poet
I'm your pain
How to stop once you start
There is no brake
I'm a bulldozer
Closer to the limit
Everything will be messed up
I can see your face
I'm your poet
I'm your pain
If you can't afford it
You're back (ayy)
What can I break? (What?)
What can I break? (Uh, yeah, yeah, what can I break?)
What can I break? (What?)
What can I break?
Bulldozer
What can you break? (What?)
What can you break? (Hm, maybe you can't)
What can you break? (What? Ha, ha, ha, ha)
What can you break?
Bulldozer
Hey, hey
Naughty curiosity is what makes you
Cry, yeah, cry, yeah
I'll swallow you in the end
Like a fire, yeah, fire, yeah
Don't stop everything
Knock you down
(Vroom, vroom, vroom, vroom, vroom, vroom)
Hey, hey
Naughty curiosity is you (ha-ha, kid, you again)
Cry, yeah, cry, yeah
I'll swallow you in the end
Like a fire, yeah, fire, yeah (cry, cry)
Don't stop everything
Knock you down
(Vroom, vroom, vroom, vroom, vroom, vroom)"
Chill Kill - The 3rd Album,2023,Wings,"Look, once upon a time
There are certain things that are set in stone
Action that breaks the rules
A baddie with a twist
If you want it, it's my rule to have it
If you block me, you might get hurt (ow)
Bang, crash, oops
You better run (ha-ha, ha-ha)
Yeah a little naughty than I expected
Pow, splat, I'm being mean
Better get out of my way
I'm a bulldozer
When you get a chance, hurry up
Run away than I see
I have no patience
I'm your poet
I'm your pain
How to stop once you start
There is no brake
I'm a bulldozer
Closer without hesitation
I'll ruin everything
I can see my appearance
I'm your poet
I'm your pain
If you can't afford it
You're back (ayy)
What can I break? (What?)
What can I break? (Uh, yeah, yeah)
What can I break? (What?)
What can I break?
Bulldozer
What can you break? (What?)
What can you break? (Hm, maybe you can't)
What can you break? (What?)
What can you break?
Bulldozer
La-la-la-la-la
La-la-la-la-la
La-la-la-la-la
I told you
La-la-la-la-la
La-la-la-la-la
La-la-la-la-la
I'll bulldoze ya
I've never been confused target
If you ask me, I won't let you go
That's why I am
Handle it lightly, handle it
The moment you let your guard down
growling whispered in my ear
Sorry, you got in my way
I'm a bulldozer
When you get a chance, hurry up
Run away than I see
I have no patience
I'm your poet
I'm your pain
How to stop once you start
There is no brake
I'm a bulldozer
Closer to the limit
Everything will be messed up
I can see your face
I'm your poet
I'm your pain
If you can't afford it
You're back (ayy)
What can I break? (What?)
What can I break? (Uh, yeah, yeah, what can I break?)
What can I break? (What?)
What can I break?
Bulldozer
What can you break? (What?)
What can you break? (Hm, maybe you can't)
What can you break? (What? Ha, ha, ha, ha)
What can you break?
Bulldozer
Hey, hey
Naughty curiosity is what makes you
Cry, yeah, cry, yeah
I'll swallow you in the end
Like a fire, yeah, fire, yeah
Don't stop everything
Knock you down
(Vroom, vroom, vroom, vroom, vroom, vroom)
Hey, hey
Naughty curiosity is you (ha-ha, kid, you again)
Cry, yeah, cry, yeah
I'll swallow you in the end
Like a fire, yeah, fire, yeah (cry, cry)
Don't stop everything
Knock you down
(Vroom, vroom, vroom, vroom, vroom, vroom)"
Chill Kill - The 3rd Album,2023,Scenery,LETRA INDISPONÍVEL
Beautiful Christmas,2022,Beautiful Christmas (feat. aespa),"Hold on!
Yeah, can you see what I see?
Uh-huh
On the last page of the calendar
My heart flutters for no reason
The awaited season
The winter I love
I love winter
In the depths of my closet
Pull out the red socks
It's a moment I've been waiting for too long
It's so cool (ooh-ooh)
Jingle bell, jingle bell
Jingle bell all the way (uh-huh)
The street ringing with carols
Familiar radio melody
Ah, that's right, that's right, yeah
Like a child, I play around everywhere (oh, yeah)
Here and there, out there
Even the moments I regret
I'll spend them all with a smile
In the memories piled up like white snow, oh
Thank you for being together, oh
Everybody come have yourself a (self a)
Beautiful Christmas
We've run hard for one year
Let's enjoy the end
Everybody come have yourself a (self a)
Beautiful Christmas
The day we spend together
The best time of the year
Like white snow (ooh-ooh-ooh)
We've been waiting (ooh-ooh-ooh)
For these moments (ooh-ooh)
Best time of the year
Best time!
Ding-ding-dong, come on over
It's party time for us now
Check your wishlist, let's write it down in advance
How many did you write? Not enough hands
The last regret
And the upcoming excitement
December is more meaningful to me
The end is another starting line
Here comes back this year's winter, oh
It's warmer with you, oh
Everybody come have yourself a (self a)
Beautiful Christmas
We've run hard for one year
Let's enjoy the end
Everybody come have yourself a (self a)
Beautiful Christmas
The day we spend together
The best time of the year
Like white snow (ooh-ooh-ooh)
We've been waiting (ooh-ooh-ooh)
For these moments (ooh-ooh)
Best time of the year
Again with you like this
In front of the tree, oh, holy night
The message I want to convey
To the ladies
I'm wishing you a happy Christmas
More than anyone
To the fellas
Oh, yeah, our one year
More than happiness
To my friends and to my family
You mean to me the Christmas time
Oh, yeah, everybody clap your hands, come on!
It's the best time of the
It's the best time of the year
Everybody come have yourself a (self a)
Beautiful Christmas
We've run hard for one year
Let's enjoy the end
Everybody come have yourself a (self a)
Beautiful Christmas
The day we spend together
The best time of the year
Like white snow (ooh-ooh-ooh)
We've been waiting (ooh-ooh-ooh)
For these moments (ooh-ooh)
Best time of the year (the best time of the year)
Loving (ooh-ooh-ooh)
By your side (ooh-ooh-ooh)
Always together (ooh-ooh)
It's the best time
Baby, it's the best of the year"
'The ReVe Festival 2022 - Birthday',2022,Birthday,"Yeah, one, two, three, from now on everything's a surprise
From A to Z, this moment is for you
Just today, you can do anything
From R to V, follow us (come on)
In an excited mood and perfect weather (let's get lit!)
Feel so high, oh my gosh
It all feels like a gift
Dumb, dumb (feeling wild)
Today is like diamonds (diamonds)
I got, I got, I got a special day
Starting another chance
Sweet ice cream cake
Once again, handing it to you
Your heartbeat, check, swag, check
Looking at me now, your trembling gaze, check
Make your day
With both hands clasped, imagine anything
In front of you
I want to show you everything you've wanted
It's my day and your day
It's a party, party
Flames rise up, quickly, quickly
Tonight we rock the world
(Yeah, just rock the world)
I can make the beat go
Bam bam ba ra, bam ba ram ba ra
It's today
It's your birthday, birthday
Bam bam ba ra, bam ba ram ba ra
The whole world shines and so icy, icy
Birthday, birthday, it's just now
Party, pop, pop the champagne (wow, pop, pop the champagne)
It happens as we wish
Dream more and hope, bi-bi-bi-birthday
Look, everywhere I look, I just get happier
With you, a dazzling
Fantasy-like view
My smile keeps rising
Everything is perfect, ok
If all of this
Disappears when I wake up, so what?
If our eyes meet
Every day is a birthday again
Somethin' kinda crazy
You can feel it too
My words are all true
Believe me, kiss me
It's your day (it's your day)
With both hands clasped, keep imagining
Everyday (all day)
I want to give this only to you, it's very special (it's very special)
It's my day and your day
It's a party, party
Flames rise up, quickly, quickly
Tonight we rock the world
I can make the beat go
Bam bam ba ra, bam ba ram ba ra
It's today
It's your birthday, birthday
Bam bam ba ra, bam ba ram ba ra
The whole world shines and so icy, icy
Birthday, birthday, it's just now
Party, pop, pop the champagne (wow, pop, pop the champagne)
It happens as we wish
Dream more and hope, birthday party
Bam yeah yeah
I can make the beat go beat go
Bounce
Get it on, get it on (bam yeah yeah)
Get it on, get it on
Get it on, get it on
We can make the beat go
Ba ra bam bam ba ra
Bam ba ram ba ra
It's today
It's your birthday, birthday
Bam bam ba ra, bam ba ram ba ra
The whole world shines and so icy icy
Birthday, birthday, it's just now
Party, pop, pop the champagne (wow, pop, pop the champagne)
It happens as we wish
Dream more and hope, birthday party"
'The ReVe Festival 2022 - Birthday',2022,BYE BYE,LETRA INDISPONÍVEL
'The ReVe Festival 2022 - Birthday',2022,On A Ride,"Da-da-ra-da-da
Da-da-ra-da-da
Da-da-ra-da-da
Noisy day, night
When I'm with you
Feel like playin' in the theme park
My pounding heart
Won't calm down all day
Up and down
Flying around everywhere
A special feeling
Start calling it love
Sweet eye contact, riding above it
Can't stop, na-na-na-na
Up, down, gonna ride without any boundaries
I came here with determination
Oops, we are on a ride
Yeah, hold me tight
Thrill getting bigger
Getting closer, you and me
Every day is our own season, yeah
Oops, now get on
Endlessly above your heart
Round and round like a dream
Oops, we are on a ride
Slow down the tempo
Tighten the tension again, nah
Exploding sound, twisting path
Not a single boring second, no, no
Dancing clock hands are quick
Just go a little further, go, go
Falling in love beyond a new door
Having fun without a break
More and more, like dreaming an unknown dream
I smile with you, ha-ha-ha-ha-ha-ha
Flames bursting brightly, timing
Can't miss it, na-na-na-na
Go on and on
Even if the dark night chases us
We can move further, faster
Oops, we are on a ride
Yeah, hold me tight
Thrill getting bigger
Getting closer, you and me
Every day is our own season, yeah
Oops, now get on
Endlessly above your heart
Round and round like a dream
Oops, we are on a ride
Take me inside you
Feeling a new vibe
Ah-ah-ah, yeah
Oops, we are on a ride
The whole world welcomes us
Anywhere until dawn
We're going higher
Oops, we are on a ride
Yeah, hold me tight
All day above those clouds
Endlessly rising, you and me
Our season will continue, yeah
Oops, now get on
Endlessly anywhere together
Round and round like a dream
Oops, we are on a ride
Da-da-ra-da-da (yeah)
Da-da-ra-da-da (you and I)
Da-da-ra-da-da
Hold me tight
Da-da-ra-da-da
Da-da-ra-da-da
Da-da-ra-da-da
Oops, we are on a ride"
'The ReVe Festival 2022 - Birthday',2022,ZOOM,LETRA INDISPONÍVEL
'The ReVe Festival 2022 - Birthday',2022,Celebrate,"Like nothing's happening
Close my eyes and light the candle
Every day, I want to be with you
Melting my heart
You don't know my secret
The party is ending
I want to stay a little longer
I regret the passing time
It’s your birthday
Popping champagne with you
This cake was all sweet
Just like the beginning, I celebrate
Back in the day
Without you noticing
Before the candle burns out, by your side
Go back again, celebrate
Like the hands of a clock going backwards
I rewind time alone
The sweetness I fall into, still makes me excited
Ecstatic feeling
Unforgettable everything
If everything stops
I'll go back to your side
Smiling warmly, locking eyes
It’s your birthday
Popping champagne with you
This cake was all sweet
Just like the beginning, I celebrate
Back in the day
Without you noticing
Before the candle burns out, by your side
Go back again, celebrate
A heart that wants eternity, in this dream-like night
As if urging, towards the end of time
Back in the day
With a growing sense of regret
I stop and turn back
Starting again, celebrate
Look into each other's wavering eyes
We'll celebrate through the night
Even the same scene feels new, you and I
We'll celebrate and cross the time
It’s your birthday
Everyday filled with you
Round and round, by your side
Let's be together again, celebrate
Back in the day
Every moment is precious
In this memory only I know
With all my heart, celebrate
A heart that wants eternity, in this dream-like night
As if urging, towards the end of time
Back in the day
With a growing sense of regret
I stop and turn back
Starting again, celebrate"
Bloom,2022,Marionette,"A starry night with no clouds
Moonlight illuminating the stage
It's not tomorrow, it's the time
Feel good good good
In the whimsical music
I am moved by the beat
A beautiful and painful show begins
The curtain rises
Hey, you
I hear a voice in my heart
Where are you?
Always the same dance
It's boring
The perfect scene I saw in my dreams
Decided, make it real right now
Untangle the threads and cut them
The Marionette starts moving
The shooting star is an illusion
Just a blink of an eye
Look closely with your stolen eyes
The Marionette dances
Painful and scary
Confined in a narrow box
(I go) Don't just sit there
Rise high with just one step
(I go) Soon it became fun
With just one candle
It's my birthday
Redrew destiny
I'm not going back
The fleeting and mysterious show ends
The curtain falls
Hey, you
Don't hesitate, breathe in life
I am here
Even on a path where no one goes
I don't mind
The perfect scene I saw in my dreams
Decided, make it real right now
Untangle the threads and cut them
The Marionette starts moving
The shooting star is an illusion
Just a blink of an eye
Look closely with your stolen eyes
The Marionette dances
Entrust your body to the gentle wind
Dance freely
The moonlight and stars will be your companions
Oh
In my favorite night
Time goes slowly
Oh, baby
Unstoppable
Don't stop me now
The perfect scene I saw in my dreams
Decided, make it real right now
Untangle the threads and cut them
The Marionette starts moving
The shooting star is an illusion
Just a blink of an eye
Look closely with your stolen eyes
The Marionette dances"
Bloom,2022,WILDSIDE,LETRA INDISPONÍVEL
Bloom,2022,SAPPY,LETRA INDISPONÍVEL
Bloom,2022,Jackpot,ERRO AO ACESSAR A PÁGINA
Bloom,2022,#Cookie Jar,"Lately, problems are piling up
Feeling quite tired
Absolutely impossible, quite on the edge
Just like that
(Give me) Someone missing, craving something sweet
(Give me) Your heart, I want it right now
T-t-t-t-take it
Just as I imagined, any of them, all ooh ooh ooh
T-t-type it
Searching for the door, a dream-like treat
Cookie Jar
(Oh oh oh)
Put your hand in the cookie jar (oh oh oh)
I can go anywhere
Excitement accelerating
Cookie Jar (oh oh oh)
Put your hand in the cookie jar (oh oh oh)
Melting chocolate bar
Seems like I can fly to a sparkling world
Cookie Jar
Boldly and recklessly, being selfish
Cuteness is justice
Feeling fluffy like a marshmallow
Next to me is a prince
(Give me) I want a sweet love like that
(Give me) Let's search for the recipe of the elixir together
T-t-t-t-take it
Just as I imagined, any of them, all ooh ooh ooh
T-t-type it
Searching for the door, a dream-like
Cookie Jar
(Oh oh oh)
Put your hand in the cookie jar (oh oh oh)
I'll cast a spell
Excitement will burst, right?
Cookie Jar (oh oh oh)
Put your hand in the cookie jar (oh oh oh)
Sweet and sour candy pop
Let's color the world in a colorful way
Cookie Jar
Once you take a bite, you can't stop, ooh ooh ooh
My heart craves for it, can't stop, ooh ooh ooh
(Sugar rush) Dizzy
(Sugar rush) feel so good
Because it's our secret, just the two of us, hush hush hush
Cookie Jar
(Oh oh oh)
Put your hand in the cookie jar (oh oh oh)
I can go anywhere
Excitement accelerating
Cookie Jar (oh oh oh)
Put your hand in the cookie jar (oh oh oh)
Melting chocolate bar
Seems like I can fly to a sparkling world
Cookie Jar
(Oh oh oh)
Put your hand in the cookie jar (oh oh oh)
(Put your hand in the jar)
I'll cast a spell (cast a spell)
Excitement will burst, right?
Cookie Jar (oh oh oh)
Put your hand in the cookie jar (oh oh oh)
Sweet and sour candy pop
Let's color the world in a colorful way (color the world)
Cookie Jar"
Bloom,2022,Snap Snap,ERRO AO ACESSAR A PÁGINA
Bloom,2022,Sayonara,"The wind is still cold
The love from that day pricks
Colorful coats of lovers
Sweet love, so sweet love
In the city
Swaying and fluttering
This feeling isn't painful
But just a little bit
Yes, beyond this sky
Goodbye sparkling forever and ever
Sorry, don't say such things
I want to see you, I want to see you
Goodbye, even if it's selfish, I love you
If only I could turn back the clock
These feelings I can't convey
Rain falls, lonely night (lonely night)
Tears, Don't know why (don't know why)
Always, always
You held me tight
Goodbye with a smile, more and more
I want to hear your cute laughter
Waiting for the rain to stop, wanting to see the stars
Goodbye, even now I need you
Ooh, aah
Wearing your favorite clothes
Matching rings
Would you come back?
Would you come back?
Would you come back?
The tears from that day
I surely won't forget
Goodbye sparkling forever and ever
Sorry, don't say such things
I want to see you, I want to see you
Goodbye, even if it's selfish, I love you
Give me, give me love
Give me, give me, give me love
Give me, give me love
Goodbye, give me love
Unbalanced love, unbalanced distance
Give me, give me love
Give me, give me, give me love
Give me, give me love
Goodbye, give me love
I want to see you
Give me love, give me love but Bye, bye"
Bloom,2022,Aitai-tai,LETRA INDISPONÍVEL
Bloom,2022,Swimming Pool,ERRO AO ACESSAR A PÁGINA
Bloom,2022,Cause It's You,ERRO AO ACESSAR A PÁGINA
Bloom,2022,Color of Love,"Love is red? Love is blue?
Love is yellow or green?
You get it, right? my dear
There’s no right answer to the color of love
It’s different for everyone
Open up your secret palette
An angel whispers softly, to your heart
Look into my eyes, gaze and smile
Yeah, that’s all it takes, it’s alright
In the depths of your heart lies a canvas
You can paint whatever you want
Surely the future will be colorful, we’ll create it
A dream that spreads like a rainbow
Don’t rush the world
Let’s repaint it with your favorite colors
Show me your color of love
The sound of knocking on a closing door
Can you hear it? Yeah
I’m thinkin' about you
I’m thinkin' about you
When the rain in your heart stops
I don’t care if the sky is monochrome
Let’s go somewhere together
Surely the future will be colorful, we’ll create it
A dream that spreads like a rainbow
Don’t rush the world
Let’s repaint it with your favorite colors
Show me your color of love
We’re gonna make it alright
We’re gonna make it alright
Always, stay by your side
Always, stay by your side
More free than now
So we can hold each other tight, you know
I want to share my feelings forever
Surely the future will be colorful, we’ll create it
A dream that spreads like a rainbow
Don’t rush the world
Let’s repaint it with your favorite colors
Show me your color of love
Believe in your color of love
Believe in your color of love
Don’t hide it anymore
Love the way you are
Believe in your color of love
Believe in your color of love
Let’s dye it with beautiful colors, color of love"
'The Reve Festival 2022 - Feel My Rhythm',2022,Feel My Rhythm,"Oh, ah, ah, ah, yeah
Oh, whoa, oh, whoa, oh, whoa
Red Velvet
Turn the party upside down
Causing a little commotion again
This is gonna be a crazy night
(To-na-na-na-na-na-night)
From the entrance to the greetings, dramatically
Shall we play a little?
Honestly bae bae
I'll start now
(Feel my vibe and sway)
Scatter the flower petals
Set off the fireworks even bigger
Don't confine us to arrogance and prejudice
Be free now
Feel my rhythm, come with me
Imagine anything
Follow the song, dance under the moonlight
Right now (play my rhythm)
Follow, follow my heartbeat
Until the sun rises
Don't stop my rhythm
Don't let go of this moment, baby
The car is old and classic
(Just ride)
Now to a slightly unfamiliar dimension
(Get loud)
A place in time that couldn't be imagined
Appearing unexpectedly
This night is cool and we are
Fun and wild and brave
Your motion that turns heads
G-give me a new direction
Like an endless black hole
Falling into sweet emotion
With you on board (sway)
I'll go anywhere (way)
Breaking all boundaries in the world
I'll sweep them all away (oh, yeah)
Scatter the flower petals
(Scatter)
Set off the Champagne even bigger
(Freely)
Don't confine yourself to yesterday and tomorrow
Be free now
Feel my rhythm, come with me
Imagine anything
Follow the song, dance under the moonlight
Right now (play my rhythm)
Follow, follow my heartbeat
Until the sun rises
Feel my rhythm, don't stop
Don't let go of this moment, baby
Ah, ah, ah, ah
The moment the whole world stops
What a, what a feeling
Quickly grab my hand (all right)
A film never seen before
Falling into you and I
Next time, turn back the clock
Where shall we go
Come on, let's start again
You and I
Whoa, whoa whoa, whoa, woo
Feel my rhythm, come with me
Imagine anything
Follow the song, dance under the moonlight
Right now (play my rhythm)
Follow, follow my heartbeat
Until the sun rises
Feel my rhythm, an endless dream
Don't let go of this moment, baby"
